Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,Cluster,Customer Segment
395,Male,35,Los Angeles,Silver,800.9,12,4.1,False,17,Neutral,3,High-Potential Customers
396,Female,41,Chicago,Bronze,475.25,9,3.6,True,44,Unsatisfied,2,At-Risk Customers
397,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied,1,VIP Customers
398,Male,32,Miami,Silver,660.3,10,3.8,True,38,Unsatisfied,2,At-Risk Customers
399,Female,36,Houston,Bronze,470.5,8,3.0,False,22,Neutral,0,Occasional Customers
400,Female,30,New York,Gold,1190.8,16,4.5,True,25,Satisfied,3,High-Potential Customers
401,Male,33,Los Angeles,Silver,800.2,11,4.1,False,18,Neutral,3,High-Potential Customers
402,Female,43,Chicago,Bronze,515.75,10,3.3,True,45,Unsatisfied,2,At-Risk Customers
403,Male,30,San Francisco,Gold,1450.5,19,4.6,False,13,Satisfied,1,VIP Customers
404,Male,27,Miami,Silver,710.4,13,4.1,True,60,Unsatisfied,2,At-Risk Customers
405,Female,37,Houston,Bronze,430.8,7,3.4,False,29,Neutral,0,Occasional Customers
406,Female,31,New York,Gold,1160.6,15,4.5,True,33,Satisfied,3,High-Potential Customers
407,Male,35,Los Angeles,Silver,820.9,12,4.3,False,16,Neutral,3,High-Potential Customers
408,Female,41,Chicago,Bronze,495.25,9,3.6,True,45,Unsatisfied,2,At-Risk Customers
409,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied,1,VIP Customers
410,Male,32,Miami,Silver,660.3,10,3.8,True,39,Unsatisfied,2,At-Risk Customers
411,Female,36,Houston,Bronze,440.5,8,3.1,False,24,Neutral,0,Occasional Customers
412,Female,30,New York,Gold,1200.8,16,4.7,True,25,Satisfied,3,High-Potential Customers
413,Male,34,Los Angeles,Silver,780.2,11,4.1,False,17,Neutral,3,High-Potential Customers
414,Female,43,Chicago,Bronze,505.75,10,3.3,True,46,Unsatisfied,2,At-Risk Customers
415,Male,30,San Francisco,Gold,1460.5,20,4.8,False,14,Satisfied,1,VIP Customers
416,Male,27,Miami,Silver,710.4,13,4.1,True,61,Unsatisfied,2,At-Risk Customers
417,Female,37,Houston,Bronze,450.8,7,3.4,False,30,Neutral,0,Occasional Customers
418,Female,31,New York,Gold,1140.6,15,4.5,True,34,Satisfied,3,High-Potential Customers
419,Male,35,Los Angeles,Silver,800.9,12,4.1,False,19,Neutral,3,High-Potential Customers
420,Female,41,Chicago,Bronze,475.25,9,3.6,True,46,Unsatisfied,2,At-Risk Customers
421,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied,1,VIP Customers
422,Male,32,Miami,Silver,660.3,10,3.8,True,40,Unsatisfied,2,At-Risk Customers
423,Female,36,Houston,Bronze,470.5,8,3.0,False,26,Neutral,0,Occasional Customers
424,Female,30,New York,Gold,1190.8,16,4.5,True,27,Satisfied,3,High-Potential Customers
425,Male,34,Los Angeles,Silver,780.2,11,4.2,False,18,Neutral,3,High-Potential Customers
426,Female,43,Chicago,Bronze,515.75,10,3.3,True,47,Unsatisfied,2,At-Risk Customers
427,Male,30,San Francisco,Gold,1450.5,19,4.6,False,14,Satisfied,1,VIP Customers
428,Male,27,Miami,Silver,710.4,13,4.1,True,62,Unsatisfied,2,At-Risk Customers
429,Female,37,Houston,Bronze,430.8,7,3.4,False,31,Neutral,0,Occasional Customers
430,Female,31,New York,Gold,1160.6,15,4.5,True,35,Satisfied,3,High-Potential Customers
431,Male,35,Los Angeles,Silver,820.9,12,4.3,False,20,Neutral,3,High-Potential Customers
432,Female,41,Chicago,Bronze,495.25,9,3.6,True,47,Unsatisfied,2,At-Risk Customers
433,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied,1,VIP Customers
434,Male,32,Miami,Silver,660.3,10,3.8,True,41,Unsatisfied,2,At-Risk Customers
435,Female,36,Houston,Bronze,440.5,8,3.1,False,28,Neutral,0,Occasional Customers
436,Female,30,New York,Gold,1200.8,16,4.7,True,28,Satisfied,3,High-Potential Customers
437,Male,34,Los Angeles,Silver,780.2,11,4.1,False,19,Neutral,3,High-Potential Customers
438,Female,43,Chicago,Bronze,505.75,10,3.3,True,48,Unsatisfied,2,At-Risk Customers
439,Male,30,San Francisco,Gold,1460.5,20,4.8,False,15,Satisfied,1,VIP Customers
440,Male,27,Miami,Silver,710.4,13,4.1,True,63,Unsatisfied,2,At-Risk Customers
441,Female,37,Houston,Bronze,450.8,7,3.4,False,32,Neutral,0,Occasional Customers
442,Female,31,New York,Gold,1140.6,15,4.5,True,36,Satisfied,3,High-Potential Customers
443,Male,35,Los Angeles,Silver,800.9,12,4.1,False,20,Neutral,3,High-Potential Customers
444,Female,41,Chicago,Bronze,475.25,9,3.6,True,48,Unsatisfied,2,At-Risk Customers
445,Male,28,San Francisco,Gold,1480.1,21,4.9,False,13,Satisfied,1,VIP Customers
446,Male,32,Miami,Silver,660.3,10,3.8,True,42,Unsatisfied,2,At-Risk Customers
447,Female,36,Houston,Bronze,470.5,8,3.0,False,27,Neutral,0,Occasional Customers
448,Female,30,New York,Gold,1190.8,16,4.5,True,28,Satisfied,3,High-Potential Customers
449,Male,34,Los Angeles,Silver,780.2,11,4.2,False,21,Neutral,3,High-Potential Customers
450,Female,43,Chicago,Bronze,515.75,10,3.3,True,49,Unsatisfied,2,At-Risk Customers
